Season,Round,Date,Home.team,Away.team,providerId
2016,1,24/03/2016,Richmond,Carlton,CD_M20160140101
2016,1,26/03/2016,Melbourne,Greater Western Sydney,CD_M20160140102
2016,1,26/03/2016,Gold Coast,Essendon,CD_M20160140103
2016,1,26/03/2016,North Melbourne,Adelaide,CD_M20160140104
2016,1,26/03/2016,Sydney,Collingwood,CD_M20160140105
2016,1,27/03/2016,Western Bulldogs,Fremantle,CD_M20160140106
2016,1,27/03/2016,Port Adelaide,St Kilda,CD_M20160140108
2016,1,27/03/2016,West Coast,Brisbane Lions,CD_M20160140107
2016,1,28/03/2016,Geelong,Hawthorn,CD_M20160140109
2016,2,1/04/2016,Collingwood,Richmond,CD_M20160140201
2016,2,2/04/2016,Adelaide,Port Adelaide,CD_M20160140205
2016,2,2/04/2016,Essendon,Melbourne,CD_M20160140202
2016,2,2/04/2016,Brisbane Lions,North Melbourne,CD_M20160140203
2016,2,2/04/2016,St Kilda,Western Bulldogs,CD_M20160140206
2016,2,2/04/2016,Fremantle,Gold Coast,CD_M20160140204
2016,2,3/04/2016,Greater Western Sydney,Geelong,CD_M20160140207
2016,2,3/04/2016,Hawthorn,West Coast,CD_M20160140209
2016,2,3/04/2016,Carlton,Sydney,CD_M20160140208
2016,3,8/04/2016,Port Adelaide,Essendon,CD_M20160140301
2016,3,9/04/2016,St Kilda,Collingwood,CD_M20160140305
2016,3,9/04/2016,Richmond,Adelaide,CD_M20160140302
2016,3,9/04/2016,Sydney,Greater Western Sydney,CD_M20160140303
2016,3,9/04/2016,Gold Coast,Carlton,CD_M20160140306
2016,3,9/04/2016,West Coast,Fremantle,CD_M20160140304
2016,3,10/04/2016,North Melbourne,Melbourne,CD_M20160140307
2016,3,10/04/2016,Western Bulldogs,Hawthorn,CD_M20160140309
2016,3,10/04/2016,Geelong,Brisbane Lions,CD_M20160140308
2016,4,15/04/2016,West Coast,Richmond,CD_M20160140401
2016,4,16/04/2016,Essendon,Geelong,CD_M20160140405
2016,4,16/04/2016,Hawthorn,St Kilda,CD_M20160140402
2016,4,16/04/2016,Brisbane Lions,Gold Coast,CD_M20160140403
2016,4,16/04/2016,Carlton,Western Bulldogs,CD_M20160140406
2016,4,16/04/2016,Adelaide,Sydney,CD_M20160140404
2016,4,17/04/2016,Greater Western Sydney,Port Adelaide,CD_M20160140407
2016,4,17/04/2016,Collingwood,Melbourne,CD_M20160140409
2016,4,17/04/2016,North Melbourne,Fremantle,CD_M20160140408
2016,5,22/04/2016,Hawthorn,Adelaide,CD_M20160140501
2016,5,23/04/2016,Sydney,West Coast,CD_M20160140502
2016,5,23/04/2016,Gold Coast,North Melbourne,CD_M20160140503
2016,5,23/04/2016,Western Bulldogs,Brisbane Lions,CD_M20160140504
2016,5,23/04/2016,Port Adelaide,Geelong,CD_M20160140505
2016,5,24/04/2016,St Kilda,Greater Western Sydney,CD_M20160140506
2016,5,24/04/2016,Fremantle,Carlton,CD_M20160140507
2016,5,24/04/2016,Melbourne,Richmond,CD_M20160140508
2016,5,25/04/2016,Collingwood,Essendon,CD_M20160140509
2016,6,29/04/2016,North Melbourne,Western Bulldogs,CD_M20160140601
2016,6,30/04/2016,Melbourne,St Kilda,CD_M20160140605
2016,6,30/04/2016,Adelaide,Fremantle,CD_M20160140602
2016,6,30/04/2016,Greater Western Sydney,Hawthorn,CD_M20160140603
2016,6,30/04/2016,Richmond,Port Adelaide,CD_M20160140604
2016,6,30/04/2016,Geelong,Gold Coast,CD_M20160140606
2016,6,1/05/2016,Brisbane Lions,Sydney,CD_M20160140607
2016,6,1/05/2016,Carlton,Essendon,CD_M20160140609
2016,6,1/05/2016,West Coast,Collingwood,CD_M20160140608
2016,7,6/05/2016,Richmond,Hawthorn,CD_M20160140701
2016,7,7/05/2016,Collingwood,Carlton,CD_M20160140706
2016,7,7/05/2016,Geelong,West Coast,CD_M20160140702
2016,7,7/05/2016,Sydney,Essendon,CD_M20160140703
2016,7,7/05/2016,Gold Coast,Melbourne,CD_M20160140704
2016,7,7/05/2016,Western Bulldogs,Adelaide,CD_M20160140707
2016,7,7/05/2016,Fremantle,Greater Western Sydney,CD_M20160140705
2016,7,8/05/2016,St Kilda,North Melbourne,CD_M20160140709
2016,7,8/05/2016,Port Adelaide,Brisbane Lions,CD_M20160140708
2016,8,13/05/2016,Adelaide,Geelong,CD_M20160140801
2016,8,14/05/2016,Essendon,North Melbourne,CD_M20160140805
2016,8,14/05/2016,Hawthorn,Fremantle,CD_M20160140802
2016,8,14/05/2016,Greater Western Sydney,Gold Coast,CD_M20160140803
2016,8,14/05/2016,Brisbane Lions,Collingwood,CD_M20160140804
2016,8,14/05/2016,Richmond,Sydney,CD_M20160140806
2016,8,15/05/2016,Carlton,Port Adelaide,CD_M20160140807
2016,8,15/05/2016,Melbourne,Western Bulldogs,CD_M20160140809
2016,8,15/05/2016,West Coast,St Kilda,CD_M20160140808
2016,9,20/05/2016,Hawthorn,Sydney,CD_M20160140901
2016,9,21/05/2016,Collingwood,Geelong,CD_M20160140905
2016,9,21/05/2016,Gold Coast,Adelaide,CD_M20160140902
2016,9,21/05/2016,Port Adelaide,West Coast,CD_M20160140903
2016,9,21/05/2016,North Melbourne,Carlton,CD_M20160140904
2016,9,21/05/2016,Fremantle,Richmond,CD_M20160140906
2016,9,22/05/2016,Melbourne,Brisbane Lions,CD_M20160140907
2016,9,22/05/2016,Greater Western Sydney,Western Bulldogs,CD_M20160140909
2016,9,22/05/2016,St Kilda,Essendon,CD_M20160140908
2016,10,27/05/2016,Sydney,North Melbourne,CD_M20160141001
2016,10,28/05/2016,Brisbane Lions,Hawthorn,CD_M20160141005
2016,10,28/05/2016,Melbourne,Port Adelaide,CD_M20160141002
2016,10,28/05/2016,St Kilda,Fremantle,CD_M20160141003
2016,10,28/05/2016,Essendon,Richmond,CD_M20160141006
2016,10,28/05/2016,Adelaide,Greater Western Sydney,CD_M20160141004
2016,10,29/05/2016,Carlton,Geelong,CD_M20160141007
2016,10,29/05/2016,Collingwood,Western Bulldogs,CD_M20160141009
2016,10,29/05/2016,West Coast,Gold Coast,CD_M20160141008
2016,11,3/06/2016,North Melbourne,Richmond,CD_M20160141101
2016,11,4/06/2016,Hawthorn,Melbourne,CD_M20160141105
2016,11,4/06/2016,Carlton,Brisbane Lions,CD_M20160141102
2016,11,4/06/2016,Geelong,Greater Western Sydney,CD_M20160141103
2016,11,4/06/2016,Gold Coast,Sydney,CD_M20160141104
2016,11,4/06/2016,Fremantle,Essendon,CD_M20160141106
2016,11,5/06/2016,Collingwood,Port Adelaide,CD_M20160141107
2016,11,5/06/2016,Western Bulldogs,West Coast,CD_M20160141109
2016,11,5/06/2016,Adelaide,St Kilda,CD_M20160141108
2016,12,10/06/2016,Essendon,Hawthorn,CD_M20160141201
2016,12,11/06/2016,Port Adelaide,Western Bulldogs,CD_M20160141202
2016,12,11/06/2016,Brisbane Lions,Fremantle,CD_M20160141203
2016,12,11/06/2016,Geelong,North Melbourne,CD_M20160141205
2016,12,11/06/2016,West Coast,Adelaide,CD_M20160141204
2016,12,12/06/2016,St Kilda,Carlton,CD_M20160141206
2016,12,12/06/2016,Richmond,Gold Coast,CD_M20160141208
2016,12,12/06/2016,Greater Western Sydney,Sydney,CD_M20160141207
2016,12,13/06/2016,Melbourne,Collingwood,CD_M20160141209
2016,13,17/06/2016,North Melbourne,Hawthorn,CD_M20160141301
2016,13,18/06/2016,Brisbane Lions,West Coast,CD_M20160141302
2016,13,18/06/2016,Fremantle,Port Adelaide,CD_M20160141303
2016,13,18/06/2016,Western Bulldogs,Geelong,CD_M20160141304
2016,13,19/06/2016,Sydney,Melbourne,CD_M20160141305
2016,13,19/06/2016,Essendon,Greater Western Sydney,CD_M20160141306
2016,14,23/06/2016,Adelaide,North Melbourne,CD_M20160141401
2016,14,24/06/2016,Collingwood,Fremantle,CD_M20160141402
2016,14,25/06/2016,Richmond,Brisbane Lions,CD_M20160141403
2016,14,25/06/2016,Greater Western Sydney,Carlton,CD_M20160141404
2016,14,25/06/2016,St Kilda,Geelong,CD_M20160141405
2016,14,26/06/2016,Hawthorn,Gold Coast,CD_M20160141406
2016,15,30/06/2016,West Coast,Essendon,CD_M20160141501
2016,15,1/07/2016,Port Adelaide,Richmond,CD_M20160141502
2016,15,2/07/2016,Gold Coast,St Kilda,CD_M20160141503
2016,15,2/07/2016,Sydney,Western Bulldogs,CD_M20160141504
2016,15,2/07/2016,Carlton,Collingwood,CD_M20160141505
2016,15,3/07/2016,Melbourne,Adelaide,CD_M20160141506
2016,16,7/07/2016,Port Adelaide,Hawthorn,CD_M20160141601
2016,16,8/07/2016,Geelong,Sydney,CD_M20160141602
2016,16,9/07/2016,Greater Western Sydney,Collingwood,CD_M20160141603
2016,16,9/07/2016,Gold Coast,Brisbane Lions,CD_M20160141604
2016,16,9/07/2016,Western Bulldogs,Richmond,CD_M20160141606
2016,16,9/07/2016,Melbourne,Fremantle,CD_M20160141605
2016,16,10/07/2016,Carlton,Adelaide,CD_M20160141607
2016,16,10/07/2016,West Coast,North Melbourne,CD_M20160141609
2016,16,10/07/2016,Essendon,St Kilda,CD_M20160141608
2016,17,14/07/2016,Sydney,Hawthorn,CD_M20160141701
2016,17,15/07/2016,Fremantle,Geelong,CD_M20160141702
2016,17,16/07/2016,Richmond,Essendon,CD_M20160141703
2016,17,16/07/2016,North Melbourne,Port Adelaide,CD_M20160141704
2016,17,16/07/2016,Western Bulldogs,Gold Coast,CD_M20160141705
2016,17,16/07/2016,Adelaide,Collingwood,CD_M20160141706
2016,17,17/07/2016,Carlton,West Coast,CD_M20160141707
2016,17,17/07/2016,St Kilda,Melbourne,CD_M20160141709
2016,17,17/07/2016,Brisbane Lions,Greater Western Sydney,CD_M20160141708
2016,18,22/07/2016,Collingwood,North Melbourne,CD_M20160141801
2016,18,23/07/2016,Sydney,Carlton,CD_M20160141805
2016,18,23/07/2016,Gold Coast,Fremantle,CD_M20160141802
2016,18,23/07/2016,West Coast,Melbourne,CD_M20160141803
2016,18,23/07/2016,Western Bulldogs,St Kilda,CD_M20160141804
2016,18,23/07/2016,Geelong,Adelaide,CD_M20160141806
2016,18,24/07/2016,Essendon,Brisbane Lions,CD_M20160141807
2016,18,24/07/2016,Hawthorn,Richmond,CD_M20160141809
2016,18,24/07/2016,Port Adelaide,Greater Western Sydney,CD_M20160141808
2016,19,29/07/2016,Geelong,Western Bulldogs,CD_M20160141901
2016,19,30/07/2016,Greater Western Sydney,Richmond,CD_M20160141905
2016,19,30/07/2016,Hawthorn,Carlton,CD_M20160141902
2016,19,30/07/2016,Collingwood,West Coast,CD_M20160141903
2016,19,30/07/2016,Brisbane Lions,Port Adelaide,CD_M20160141904
2016,19,30/07/2016,North Melbourne,St Kilda,CD_M20160141906
2016,19,31/07/2016,Melbourne,Gold Coast,CD_M20160141907
2016,19,31/07/2016,Fremantle,Sydney,CD_M20160141909
2016,19,31/07/2016,Adelaide,Essendon,CD_M20160141908
2016,20,5/08/2016,Richmond,Collingwood,CD_M20160142001
2016,20,6/08/2016,Sydney,Port Adelaide,CD_M20160142005
2016,20,6/08/2016,Melbourne,Hawthorn,CD_M20160142002
2016,20,6/08/2016,Gold Coast,Greater Western Sydney,CD_M20160142003
2016,20,6/08/2016,Western Bulldogs,North Melbourne,CD_M20160142006
2016,20,6/08/2016,Adelaide,Brisbane Lions,CD_M20160142004
2016,20,7/08/2016,Carlton,St Kilda,CD_M20160142007
2016,20,7/08/2016,Geelong,Essendon,CD_M20160142009
2016,20,7/08/2016,Fremantle,West Coast,CD_M20160142008
2016,21,12/08/2016,Western Bulldogs,Collingwood,CD_M20160142101
2016,21,13/08/2016,Brisbane Lions,Carlton,CD_M20160142105
2016,21,13/08/2016,Hawthorn,North Melbourne,CD_M20160142102
2016,21,13/08/2016,Greater Western Sydney,West Coast,CD_M20160142103
2016,21,13/08/2016,St Kilda,Sydney,CD_M20160142106
2016,21,13/08/2016,Port Adelaide,Melbourne,CD_M20160142104
2016,21,14/08/2016,Essendon,Gold Coast,CD_M20160142107
2016,21,14/08/2016,Richmond,Geelong,CD_M20160142109
2016,21,14/08/2016,Fremantle,Adelaide,CD_M20160142108
2016,22,19/08/2016,West Coast,Hawthorn,CD_M20160142201
2016,22,20/08/2016,North Melbourne,Sydney,CD_M20160142205
2016,22,20/08/2016,Richmond,St Kilda,CD_M20160142202
2016,22,20/08/2016,Greater Western Sydney,Fremantle,CD_M20160142203
2016,22,20/08/2016,Collingwood,Gold Coast,CD_M20160142206
2016,22,20/08/2016,Port Adelaide,Adelaide,CD_M20160142204
2016,22,21/08/2016,Carlton,Melbourne,CD_M20160142207
2016,22,21/08/2016,Brisbane Lions,Geelong,CD_M20160142209
2016,22,21/08/2016,Essendon,Western Bulldogs,CD_M20160142208
2016,23,26/08/2016,Adelaide,West Coast,CD_M20160142302
2016,23,27/08/2016,Geelong,Melbourne,CD_M20160142309
2016,23,27/08/2016,Essendon,Carlton,CD_M20160142304
2016,23,27/08/2016,Sydney,Richmond,CD_M20160142306
2016,23,27/08/2016,Gold Coast,Port Adelaide,CD_M20160142305
2016,23,27/08/2016,North Melbourne,Greater Western Sydney,CD_M20160142308
2016,23,28/08/2016,St Kilda,Brisbane Lions,CD_M20160142303
2016,23,28/08/2016,Hawthorn,Collingwood,CD_M20160142301
2016,23,28/08/2016,Fremantle,Western Bulldogs,CD_M20160142307
2016,EF,8/09/2016,West Coast,Western Bulldogs,CD_M20160142404
2016,QF,9/09/2016,Geelong,Hawthorn,CD_M20160142402
2016,QF,10/09/2016,Sydney,Greater Western Sydney,CD_M20160142401
2016,EF,10/09/2016,Adelaide,North Melbourne,CD_M20160142403
2016,SF,16/09/2016,Hawthorn,Western Bulldogs,CD_M20160142502
2016,SF,17/09/2016,Sydney,Adelaide,CD_M20160142501
2016,PF,23/09/2016,Geelong,Sydney,CD_M20160142602
2016,PF,24/09/2016,Greater Western Sydney,Western Bulldogs,CD_M20160142601
2016,GF,1/10/2016,Sydney,Western Bulldogs,CD_M20160142701
2017,1,23/03/2017,Carlton,Richmond,CD_M20170140101
2017,1,24/03/2017,Collingwood,Western Bulldogs,CD_M20170140102
2017,1,25/03/2017,St Kilda,Melbourne,CD_M20170140103
2017,1,25/03/2017,Sydney,Port Adelaide,CD_M20170140104
2017,1,25/03/2017,Essendon,Hawthorn,CD_M20170140106
2017,1,25/03/2017,Gold Coast,Brisbane Lions,CD_M20170140105
2017,1,26/03/2017,North Melbourne,West Coast,CD_M20170140107
2017,1,26/03/2017,Adelaide,Greater Western Sydney,CD_M20170140108
2017,1,26/03/2017,Fremantle,Geelong,CD_M20170140109
2017,2,30/03/2017,Richmond,Collingwood,CD_M20170140201
2017,2,31/03/2017,Western Bulldogs,Sydney,CD_M20170140202
2017,2,1/04/2017,Hawthorn,Adelaide,CD_M20170140203
2017,2,1/04/2017,Greater Western Sydney,Gold Coast,CD_M20170140204
2017,2,1/04/2017,Brisbane Lions,Essendon,CD_M20170140205
2017,2,1/04/2017,West Coast,St Kilda,CD_M20170140206
2017,2,2/04/2017,Geelong,North Melbourne,CD_M20170140207
2017,2,2/04/2017,Melbourne,Carlton,CD_M20170140208
2017,2,2/04/2017,Port Adelaide,Fremantle,CD_M20170140209
2017,3,7/04/2017,Sydney,Collingwood,CD_M20170140301
2017,3,8/04/2017,North Melbourne,Greater Western Sydney,CD_M20170140302
2017,3,8/04/2017,Richmond,West Coast,CD_M20170140303
2017,3,8/04/2017,Geelong,Melbourne,CD_M20170140304
2017,3,8/04/2017,Port Adelaide,Adelaide,CD_M20170140305
2017,3,8/04/2017,Fremantle,Western Bulldogs,CD_M20170140306
2017,3,9/04/2017,St Kilda,Brisbane Lions,CD_M20170140307
2017,3,9/04/2017,Carlton,Essendon,CD_M20170140308
2017,3,9/04/2017,Gold Coast,Hawthorn,CD_M20170140309
2017,4,13/04/2017,West Coast,Sydney,CD_M20170140401
2017,4,14/04/2017,North Melbourne,Western Bulldogs,CD_M20170140402
2017,4,15/04/2017,Melbourne,Fremantle,CD_M20170140403
2017,4,15/04/2017,Greater Western Sydney,Port Adelaide,CD_M20170140404
2017,4,15/04/2017,Carlton,Gold Coast,CD_M20170140405
2017,4,15/04/2017,Adelaide,Essendon,CD_M20170140406
2017,4,16/04/2017,Collingwood,St Kilda,CD_M20170140407
2017,4,16/04/2017,Brisbane Lions,Richmond,CD_M20170140408
2017,4,17/04/2017,Hawthorn,Geelong,CD_M20170140409
2017,5,21/04/2017,Port Adelaide,Carlton,CD_M20170140501
2017,5,22/04/2017,Western Bulldogs,Brisbane Lions,CD_M20170140502
2017,5,22/04/2017,Gold Coast,Adelaide,CD_M20170140503
2017,5,22/04/2017,Sydney,Greater Western Sydney,CD_M20170140504
2017,5,22/04/2017,Fremantle,North Melbourne,CD_M20170140505
2017,5,23/04/2017,St Kilda,Geelong,CD_M20170140506
2017,5,23/04/2017,Hawthorn,West Coast,CD_M20170140507
2017,5,24/04/2017,Richmond,Melbourne,CD_M20170140508
2017,5,25/04/2017,Essendon,Collingwood,CD_M20170140509
2017,6,28/04/2017,Greater Western Sydney,Western Bulldogs,CD_M20170140601
2017,6,29/04/2017,Hawthorn,St Kilda,CD_M20170140602
2017,6,29/04/2017,Carlton,Sydney,CD_M20170140603
2017,6,29/04/2017,Brisbane Lions,Port Adelaide,CD_M20170140604
2017,6,29/04/2017,North Melbourne,Gold Coast,CD_M20170140605
2017,6,29/04/2017,West Coast,Fremantle,CD_M20170140606
2017,6,30/04/2017,Essendon,Melbourne,CD_M20170140607
2017,6,30/04/2017,Geelong,Collingwood,CD_M20170140608
2017,6,30/04/2017,Adelaide,Richmond,CD_M20170140609
2017,7,5/05/2017,St Kilda,Greater Western Sydney,CD_M20170140701
2017,7,6/05/2017,North Melbourne,Adelaide,CD_M20170140702
2017,7,6/05/2017,Collingwood,Carlton,CD_M20170140703
2017,7,6/05/2017,Port Adelaide,West Coast,CD_M20170140704
2017,7,6/05/2017,Gold Coast,Geelong,CD_M20170140705
2017,7,6/05/2017,Western Bulldogs,Richmond,CD_M20170140706
2017,7,7/05/2017,Sydney,Brisbane Lions,CD_M20170140707
2017,7,7/05/2017,Melbourne,Hawthorn,CD_M20170140708
2017,7,7/05/2017,Fremantle,Essendon,CD_M20170140709
2017,8,12/05/2017,West Coast,Western Bulldogs,CD_M20170140801
2017,8,13/05/2017,Hawthorn,Brisbane Lions,CD_M20170140802
2017,8,13/05/2017,St Kilda,Carlton,CD_M20170140803
2017,8,13/05/2017,Greater Western Sydney,Collingwood,CD_M20170140804
2017,8,13/05/2017,Essendon,Geelong,CD_M20170140805
2017,8,13/05/2017,Adelaide,Melbourne,CD_M20170140806
2017,8,14/05/2017,Richmond,Fremantle,CD_M20170140807
2017,8,14/05/2017,Gold Coast,Port Adelaide,CD_M20170140808
2017,8,14/05/2017,North Melbourne,Sydney,CD_M20170140809
2017,9,19/05/2017,Geelong,Western Bulldogs,CD_M20170140901
2017,9,20/05/2017,St Kilda,Sydney,CD_M20170140902
2017,9,20/05/2017,Greater Western Sydney,Richmond,CD_M20170140903
2017,9,20/05/2017,Brisbane Lions,Adelaide,CD_M20170140904
2017,9,20/05/2017,Collingwood,Hawthorn,CD_M20170140905
2017,9,21/05/2017,Essendon,West Coast,CD_M20170140906
2017,9,21/05/2017,Melbourne,North Melbourne,CD_M20170140907
2017,9,21/05/2017,Fremantle,Carlton,CD_M20170140908
2017,10,25/05/2017,Geelong,Port Adelaide,CD_M20170141009
2017,10,26/05/2017,Sydney,Hawthorn,CD_M20170141001
2017,10,27/05/2017,Western Bulldogs,St Kilda,CD_M20170141002
2017,10,27/05/2017,Melbourne,Gold Coast,CD_M20170141003
2017,10,27/05/2017,Richmond,Essendon,CD_M20170141004
2017,10,27/05/2017,Adelaide,Fremantle,CD_M20170141005
2017,10,28/05/2017,Collingwood,Brisbane Lions,CD_M20170141006
2017,10,28/05/2017,Carlton,North Melbourne,CD_M20170141007
2017,10,28/05/2017,West Coast,Greater Western Sydney,CD_M20170141008
2017,11,1/06/2017,Port Adelaide,Hawthorn,CD_M20170141101
2017,11,2/06/2017,Geelong,Adelaide,CD_M20170141102
2017,11,3/06/2017,Gold Coast,West Coast,CD_M20170141103
2017,11,3/06/2017,Greater Western Sydney,Essendon,CD_M20170141104
2017,11,3/06/2017,North Melbourne,Richmond,CD_M20170141105
2017,11,4/06/2017,Fremantle,Collingwood,CD_M20170141106
2017,12,8/06/2017,Sydney,Western Bulldogs,CD_M20170141201
2017,12,9/06/2017,Adelaide,St Kilda,CD_M20170141202
2017,12,10/06/2017,Hawthorn,Gold Coast,CD_M20170141203
2017,12,10/06/2017,Brisbane Lions,Fremantle,CD_M20170141204
2017,12,10/06/2017,Essendon,Port Adelaide,CD_M20170141205
2017,12,11/06/2017,Carlton,Greater Western Sydney,CD_M20170141206
2017,12,12/06/2017,Melbourne,Collingwood,CD_M20170141207
2017,13,15/06/2017,West Coast,Geelong,CD_M20170141301
2017,13,16/06/2017,North Melbourne,St Kilda,CD_M20170141302
2017,13,17/06/2017,Richmond,Sydney,CD_M20170141303
2017,13,17/06/2017,Port Adelaide,Brisbane Lions,CD_M20170141304
2017,13,17/06/2017,Gold Coast,Carlton,CD_M20170141305
2017,13,18/06/2017,Western Bulldogs,Melbourne,CD_M20170141306
2017,14,22/06/2017,Adelaide,Hawthorn,CD_M20170141401
2017,14,23/06/2017,Sydney,Essendon,CD_M20170141402
2017,14,24/06/2017,Collingwood,Port Adelaide,CD_M20170141403
2017,14,24/06/2017,Brisbane Lions,Greater Western Sydney,CD_M20170141404
2017,14,24/06/2017,Western Bulldogs,North Melbourne,CD_M20170141405
2017,14,24/06/2017,West Coast,Melbourne,CD_M20170141406
2017,14,25/06/2017,Geelong,Fremantle,CD_M20170141407
2017,14,25/06/2017,Richmond,Carlton,CD_M20170141408
2017,14,25/06/2017,St Kilda,Gold Coast,CD_M20170141409
2017,15,30/06/2017,Melbourne,Sydney,CD_M20170141501
2017,15,1/07/2017,Western Bulldogs,West Coast,CD_M20170141502
2017,15,1/07/2017,Carlton,Adelaide,CD_M20170141503
2017,15,1/07/2017,Gold Coast,North Melbourne,CD_M20170141504
2017,15,1/07/2017,Greater Western Sydney,Geelong,CD_M20170141505
2017,15,1/07/2017,Port Adelaide,Richmond,CD_M20170141506
2017,15,2/07/2017,Essendon,Brisbane Lions,CD_M20170141507
2017,15,2/07/2017,Hawthorn,Collingwood,CD_M20170141508
2017,15,2/07/2017,Fremantle,St Kilda,CD_M20170141509
2017,16,7/07/2017,Adelaide,Western Bulldogs,CD_M20170141601
2017,16,8/07/2017,Hawthorn,Greater Western Sydney,CD_M20170141602
2017,16,8/07/2017,Collingwood,Essendon,CD_M20170141603
2017,16,8/07/2017,Sydney,Gold Coast,CD_M20170141604
2017,16,8/07/2017,Brisbane Lions,Geelong,CD_M20170141605
2017,16,8/07/2017,St Kilda,Richmond,CD_M20170141606
2017,16,9/07/2017,North Melbourne,Fremantle,CD_M20170141607
2017,16,9/07/2017,Carlton,Melbourne,CD_M20170141608
2017,16,9/07/2017,West Coast,Port Adelaide,CD_M20170141609
2017,17,14/07/2017,St Kilda,Essendon,CD_M20170141701
2017,17,15/07/2017,Geelong,Hawthorn,CD_M20170141702
2017,17,15/07/2017,Port Adelaide,North Melbourne,CD_M20170141703
2017,17,15/07/2017,Gold Coast,Collingwood,CD_M20170141704
2017,17,15/07/2017,Greater Western Sydney,Sydney,CD_M20170141705
2017,17,15/07/2017,Melbourne,Adelaide,CD_M20170141706
2017,17,16/07/2017,Richmond,Brisbane Lions,CD_M20170141707
2017,17,16/07/2017,Carlton,Western Bulldogs,CD_M20170141708
2017,17,16/07/2017,Fremantle,West Coast,CD_M20170141709
2017,18,21/07/2017,Adelaide,Geelong,CD_M20170141801
2017,18,22/07/2017,Essendon,North Melbourne,CD_M20170141802
2017,18,22/07/2017,Melbourne,Port Adelaide,CD_M20170141803
2017,18,22/07/2017,Western Bulldogs,Gold Coast,CD_M20170141804
2017,18,22/07/2017,Sydney,St Kilda,CD_M20170141805
2017,18,22/07/2017,Fremantle,Hawthorn,CD_M20170141806
2017,18,23/07/2017,Richmond,Greater Western Sydney,CD_M20170141807
2017,18,23/07/2017,Collingwood,West Coast,CD_M20170141808
2017,18,23/07/2017,Brisbane Lions,Carlton,CD_M20170141809
2017,19,28/07/2017,Hawthorn,Sydney,CD_M20170141901
2017,19,29/07/2017,North Melbourne,Melbourne,CD_M20170141902
2017,19,29/07/2017,Greater Western Sydney,Fremantle,CD_M20170141903
2017,19,29/07/2017,Port Adelaide,St Kilda,CD_M20170141904
2017,19,29/07/2017,Gold Coast,Richmond,CD_M20170141905
2017,19,29/07/2017,Carlton,Geelong,CD_M20170141906
2017,19,30/07/2017,Western Bulldogs,Essendon,CD_M20170141907
2017,19,30/07/2017,Collingwood,Adelaide,CD_M20170141908
2017,19,30/07/2017,West Coast,Brisbane Lions,CD_M20170141909
2017,20,4/08/2017,Geelong,Sydney,CD_M20170142001
2017,20,5/08/2017,Greater Western Sydney,Melbourne,CD_M20170142002
2017,20,5/08/2017,Essendon,Carlton,CD_M20170142003
2017,20,5/08/2017,Brisbane Lions,Western Bulldogs,CD_M20170142004
2017,20,5/08/2017,North Melbourne,Collingwood,CD_M20170142005
2017,20,5/08/2017,Fremantle,Gold Coast,CD_M20170142006
2017,20,6/08/2017,St Kilda,West Coast,CD_M20170142007
2017,20,6/08/2017,Richmond,Hawthorn,CD_M20170142008
2017,20,6/08/2017,Adelaide,Port Adelaide,CD_M20170142009
2017,21,11/08/2017,Western Bulldogs,Greater Western Sydney,CD_M20170142101
2017,21,12/08/2017,Sydney,Fremantle,CD_M20170142102
2017,21,12/08/2017,Geelong,Richmond,CD_M20170142103
2017,21,12/08/2017,Brisbane Lions,Gold Coast,CD_M20170142104
2017,21,12/08/2017,Essendon,Adelaide,CD_M20170142105
2017,21,12/08/2017,West Coast,Carlton,CD_M20170142106
2017,21,13/08/2017,Melbourne,St Kilda,CD_M20170142107
2017,21,13/08/2017,Hawthorn,North Melbourne,CD_M20170142108
2017,21,13/08/2017,Port Adelaide,Collingwood,CD_M20170142109
2017,22,18/08/2017,Adelaide,Sydney,CD_M20170142201
2017,22,19/08/2017,Western Bulldogs,Port Adelaide,CD_M20170142202
2017,22,19/08/2017,Collingwood,Geelong,CD_M20170142203
2017,22,19/08/2017,Greater Western Sydney,West Coast,CD_M20170142204
2017,22,19/08/2017,Gold Coast,Essendon,CD_M20170142205
2017,22,19/08/2017,Carlton,Hawthorn,CD_M20170142206
2017,22,20/08/2017,Melbourne,Brisbane Lions,CD_M20170142207
2017,22,20/08/2017,St Kilda,North Melbourne,CD_M20170142208
2017,22,20/08/2017,Fremantle,Richmond,CD_M20170142209
2017,23,25/08/2017,Hawthorn,Western Bulldogs,CD_M20170142303
2017,23,26/08/2017,Collingwood,Melbourne,CD_M20170142304
2017,23,26/08/2017,Brisbane Lions,North Melbourne,CD_M20170142306
2017,23,26/08/2017,Sydney,Carlton,CD_M20170142305
2017,23,26/08/2017,Geelong,Greater Western Sydney,CD_M20170142309
2017,23,26/08/2017,Port Adelaide,Gold Coast,CD_M20170142302
2017,23,27/08/2017,Essendon,Fremantle,CD_M20170142307
2017,23,27/08/2017,Richmond,St Kilda,CD_M20170142308
2017,23,27/08/2017,West Coast,Adelaide,CD_M20170142301
2017,QF,7/09/2017,Adelaide,Greater Western Sydney,CD_M20170142401
2017,QF,8/09/2017,Geelong,Richmond,CD_M20170142402
2017,EF,9/09/2017,Sydney,Essendon,CD_M20170142404
2017,EF,9/09/2017,Port Adelaide,West Coast,CD_M20170142403
2017,SF,15/09/2017,Geelong,Sydney,CD_M20170142501
