player.playerId,player.player.player.givenName,player.player.player.surname,ID
CD_I1027693,Archer,Reid,13196
CD_I1028560,Levi,Ashcroft,13197
CD_I1018323,Thomas,Edwards,13198
CD_I1028563,Christian,Moraes,13199
CD_I1022383,Liam,Fawcett,13200
CD_I1015323,Isaac,Keeler,13201
CD_I1029405,Will,McLachlan,13202
CD_I1015919,Saad,El-Hawli,13203
CD_I1011558,Isaiah,Dudley,13204
CD_I1022371,Tom,Cochrane,13205
CD_I1028538,Tobie,Travaglia,13206
CD_I1027713,Will,White,13207
CD_I1028547,Matt,Whitlock,13208
CD_I1013315,Sandy,Brock,13209
CD_I1032624,Hamish,Davis,13210
CD_I1028561,Tom,Gross,13211
CD_I1027964,Matthew,Carroll,13212
CD_I1029456,Cooper,Hynes,13213
CD_I1028498,Jonty,Faull,13214
CD_I1028520,Sam,Marshall,13215
CD_I1023017,Jedd,Busslinger,13216
CD_I1020881,Oliver,Wiltshire,13217
CD_I1036103,Campbell,Gray,13218
CD_I1031792,Finnbar,Maley,13219
CD_I1029148,Hugh,Boxshall,13220
CD_I1028449,Bo,Allan,13221
CD_I1029030,Josaia,Delana,13222
CD_I1029265,Archer,Day-Wicks,13223
CD_I1023487,Lewis,Hayes,13224
CD_I1018996,Thomas,Sims,13225
CD_I1032619,Cody,Angove,13226
CD_I1028526,Harry,O'Farrell,13227
CD_I1032922,William,Hayes,13228
CD_I1027284,Angus,Clarke,13229
CD_I1015330,Hugh,Jackson,13230
CD_I1028519,Zak,Johnson,13231
CD_I1029301,Leonardo,Lombard,13232
CD_I1023489,Hudson,O'Keeffe,13233
CD_I1027706,Luamon,Lual,13234
CD_I1034411,Ty,Gallop,13235
CD_I1023743,Nicholas,Madden,13236
CD_I1028196,Lachlan,Blakiston,13237
CD_I1029084,Archer,May,13238
CD_I1008649,Mani,Liddy,13239
CD_I1036124,Tom,McCarthy,13240
CD_I1027966,Vigo,Visentini,13241
CD_I1028537,Jasper,Alger,13242
CD_I1030433,Alixzander,Tauru,13243
CD_I1027678,Billy,Wilson,13244
CD_I1020877,Flynn,Young,13245
CD_I1027382,Charlie,West,13246
CD_I1031913,Jobe,Shanahan,13247
CD_I1027501,Roan,Steele,13248
CD_I1023681,George,Stevens,13249
CD_I1029136,Malakai,Champion,13250
CD_I1015515,Oscar,Adams,13251
CD_I1027644,Oskar,Smartt,13252
CD_I1032106,Taj,Hotton,13253
CD_I1015886,Max,Heath,13254
CD_I1012842,Liam,McMahon,13255
CD_I1020930,Zac,Banch,13256
CD_I1011950,Ben,Jepson,13257
CD_I1018987,Jayden,Nguyen,13258
CD_I1032053,Jack,Whitlock,13259
CD_I1029589,Jesse,Dattoli,13260
CD_I1023174,Jed,Adams,13261
CD_I1027726,Geordie,Payne,13262
CD_I1031988,Cooper,Trembath,13263
CD_I1032023,Rhys,Unwin,13264
CD_I1013996,Jordan,Croft,13265
CD_I1027011,Alex,Dodson,13266
CD_I1022486,Jacob,Newton,13267
CD_I1008805,Luke,Beecken,13268
CD_I1027887,Ewan,Mackinlay,13269
CD_I1027311,Harrison,Ram,13270
CD_I1018992,Lucca,Greggo,13271
CD_I1029304,Lachlan,Gulbin,13272
